Datum,Zahl 1,Zahl 2,Zahl 3,Zahl 4,Zahl 5,Zahl 6,Zusatzzahl,Gesamt - Ausbezahlt,6er - Gewinner,6er - Betrag,6er - Ausbezahlt,5er ZZ - Gewinner,5er ZZ - Betrag,5er ZZ - Ausbezahlt,5er - Gewinner,5er - Betrag,5er - Ausbezahlt,4er ZZ - Gewinner,4er ZZ - Betrag,4er ZZ - Ausbezahlt,4er - Gewinner,4er - Betrag,4er - Ausbezahlt,3er ZZ - Gewinner,3er ZZ - Betrag,3er ZZ - Ausbezahlt,3er - Gewinner,3er - Betrag,3er - Ausbezahlt,ZZ - Gewinner,ZZ - Betrag,ZZ - Ausbezahlt,6er - Pott Start,6er - Pott Bonus
2012-10-14,8,12,20,22,24,40,41,13322728.9,4,2499764.5,9999058.0,,,,484,902.8,436955.2,,,,19414,37.1,720259.4,,,,297289,4.3,1278342.7,807376,1.1,888113.6,7085828.4,-4586063.9
2012-10-10,14,20,24,28,30,39,9,2438627.5,5JP,7085828.4,0.0,,,,218,1424.5,310541.0,,,,11712,43.7,511814.4,,,,190521,4.7,895448.7,655294,1.1,720823.4,5015435.5,2070392.9
2012-10-07,8,16,33,35,42,44,29,2027226.6,4JP,5015435.5,0.0,,,,241,1088.8,262400.8,,,,10856,39.8,432068.8,,,,166360,4.6,765256.0,515910,1.1,567501.0,3266088.7,1749346.8
2012-10-03,28,30,34,38,42,43,45,1484654.6,3JP,3266088.7,0.0,,,,134,1453.0,194702.0,,,,6810,47.1,320751.0,,,,115525,4.9,566072.5,366481,1.1,403129.1,1968006.0,1298082.7
2012-09-30,14,22,31,36,37,39,6,1455266.2,DJP,1968006.0,0.0,,,,127,1437.4,182549.8,,,,6493,46.3,300625.9,,,,104732,5.1,534133.2,398143,1.1,437957.3,750928.2,1217077.8
2012-09-26,6,10,37,40,41,42,44,850405.2,JP,750928.2,0.0,,,,72,1564.4,112636.8,,,,3886,47.8,185750.8,,,,62934,5.2,327256.8,204328,1.1,224760.8,,750928.2
2012-09-23,8,13,14,17,32,41,21,9672622.4,1,7205587.0,7205587.0,,,,224,1432.4,320857.6,,,,12366,42.8,529264.8,,,,201536,4.6,927065.6,627134,1.1,689847.4,5066424.6,2139162.4
2012-09-19,9,19,23,26,27,32,31,1825119.8,4JP,5066424.6,0.0,,,,203,1205.2,244655.6,,,,10451,38.6,403408.6,,,,167582,4.2,703844.4,430192,1.1,473211.2,3435327.6,1631097.0
2012-09-16,19,26,27,30,31,43,6,1663748.6,3JP,3435327.6,0.0,,,,165,1299.0,214335.0,,,,7720,45.8,353576.0,,,,129305,4.8,620664.0,431976,1.1,475173.6,2006411.0,1428916.6
2012-09-12,4,10,16,17,27,39,25,1238396.5,DJP,2006411.0,0.0,,,,183,905.1,165633.3,,,,8021,34.0,272714.0,,,,121007,4.0,484028.0,287292,1.1,316021.2,902162.1,1104248.9
2012-09-09,1,5,18,24,39,40,45,1011357.0,JP,902162.1,0.0,,,,103,1313.8,135321.4,,,,4646,48.0,223008.0,,,,81019,4.8,388891.2,240124,1.1,264136.4,,902162.1
2012-09-05,9,15,19,27,30,33,37,6739082.3,2,2476013.7,4952027.4,,,,205,1175.3,240936.5,,,,11628,34.1,396514.8,,,,168222,4.2,706532.4,402792,1.1,443071.2,3345723.8,-869710.1
2012-09-02,7,24,27,40,43,44,13,1629267.4,3JP,3345723.8,0.0,,,,163,1316.5,214589.5,,,,7965,44.4,353646.0,,,,135363,4.6,622669.8,398511,1.1,438362.1,1915070.2,1430653.6
2012-08-29,13,23,31,37,40,45,2,1228173.0,DJP,1915070.2,0.0,,,,114,1365.1,155621.4,,,,5335,48.1,256613.5,,,,89466,5.1,456276.6,326965,1.1,359661.5,877525.4,1037544.8
2012-08-26,8,18,23,24,29,37,6,1035241.7,JP,877525.4,0.0,,,,78,1687.5,131625.0,,,,4519,48.0,216912.0,,,,76956,5.0,384780.0,274477,1.1,301924.7,,877525.4
2012-08-22,1,16,25,30,38,44,31,3151720.8,1,1954336.7,1954336.7,,,,112,1412.5,158200.0,,,,5240,49.8,260952.0,,,,88551,5.2,460465.2,288879,1.1,317766.9,899601.4,1054735.3
2012-08-19,4,13,15,30,36,38,26,1047811.5,JP,899601.4,0.0,,,,90,1499.3,134937.0,,,,4482,49.6,222307.2,,,,77403,5.1,394755.3,268920,1.1,295812.0,,899601.4
2012-08-15,3,9,14,33,41,44,6,12407549.7,1,9437932.5,9437932.5,,,,338,1138.5,384813.0,,,,16468,38.5,634018.0,,,,256192,4.4,1127244.8,748674,1.1,823541.4,6872503.7,2565428.8
2012-08-12,12,29,30,35,37,44,36,2373408.9,5JP,6872503.7,0.0,,,,211,1489.2,314221.2,,,,10417,49.7,517724.9,,,,180814,5.0,904070.0,579448,1.1,637392.8,4777585.0,2094918.7
2012-08-08,2,5,17,19,37,45,36,1860585.7,4JP,4777585.0,0.0,,,,210,1168.5,245385.0,,,,10617,38.1,404507.7,,,,163438,4.4,719127.2,446878,1.1,491565.8,3141585.0,1636000.0
2012-08-05,1,5,19,21,38,39,15,1527359.5,3JP,3141585.0,0.0,,,,168,1195.4,200827.2,,,,7582,43.7,331333.4,,,,128813,4.5,579658.5,377764,1.1,415540.4,1802689.9,1338895.1
2012-08-01,1,7,9,32,34,43,29,1119404.4,DJP,1802689.9,0.0,,,,88,1662.6,146308.8,,,,5259,45.9,241388.1,,,,92794,4.6,426852.4,277141,1.1,304855.1,827257.9,975432.0
2012-07-29,7,15,18,24,37,43,6,981859.7,JP,827257.9,0.0,,,,85,1459.8,124083.0,,,,4443,46.0,204378.0,,,,71066,5.1,362436.6,264511,1.1,290962.1,,827257.9
2012-07-25,4,14,16,18,29,42,44,1793088.4,2,500000.0,1000000.0,,,,90,1168.9,105201.0,,,,4096,42.3,173260.8,,,,65356,4.7,307173.2,188594,1.1,207453.4,,500000.0
2012-07-22,6,11,15,17,22,24,37,4746960.3,1,3243054.8,3243054.8,,,,200,1012.9,202580.0,,,,8573,38.9,333489.7,,,,137877,4.3,592871.1,340877,1.1,374964.7,1892468.0,1350586.8
2012-07-18,11,29,31,34,39,41,16,1167250.2,DJP,1892468.0,0.0,,,,126,1211.4,152636.4,,,,5920,42.5,251600.0,,,,93826,4.7,440982.2,292756,1.1,322031.6,874862.4,1017605.6
2012-07-15,6,10,21,28,30,31,23,999015.8,JP,874862.4,0.0,,,,153,857.7,131228.1,,,,6127,35.3,216283.1,,,,92129,4.1,377728.9,248887,1.1,273775.7,,874862.4
2012-07-11,9,15,17,20,24,35,7,3099661.4,1,1892821.6,1892821.6,,,,101,1511.3,152641.3,,,,5780,43.5,251430.0,,,,96990,4.6,446154.0,324195,1.1,356614.5,875199.1,1017622.5
2012-07-08,3,5,19,34,41,42,11,1024791.3,JP,875199.1,0.0,,,,100,1312.7,131270.0,,,,4787,45.2,216372.4,,,,82153,4.6,377903.8,272041,1.1,299245.1,,875199.1
2012-07-04,6,12,16,17,19,29,36,4308976.5,4,747559.4,2990237.6,,,,197,895.3,176374.1,,,,8027,36.2,290577.4,,,,125403,4.1,514152.3,306941,1.1,337635.1,1814372.6,-1066813.2
2012-07-01,13,20,22,28,36,37,8,1286241.7,DJP,1814372.6,0.0,,,,107,1530.1,163720.7,,,,5408,49.9,269859.2,,,,92958,5.1,474085.8,344160,1.1,378576.0,722862.3,1091510.3
2012-06-27,9,17,18,21,35,42,19,835565.3,JP,722862.3,0.0,,,,98,1106.4,108427.2,,,,4486,39.8,178542.8,,,,71266,4.4,313570.4,213659,1.1,235024.9,,722862.3
2012-06-24,6,9,18,19,22,28,38,1977665.7,1,1000000.0,1000000.0,,,,177,741.4,131227.8,,,,6957,31.1,216362.7,,,,100581,3.8,382207.8,225334,1.1,247867.4,,1000000.0
2012-06-20,3,4,5,13,15,34,44,4379087.1,2,1524081.4,3048162.8,,,,184,962.2,177044.8,,,,7156,40.8,291964.8,,,,120650,4.3,518795.0,311927,1.1,343119.7,1867799.6,-343718.2
2012-06-17,8,9,12,23,35,37,14,1293270.4,DJP,1867799.6,0.0,,,,119,1427.3,169848.7,,,,6465,43.3,279934.5,,,,108155,4.6,497513.0,314522,1.1,345974.2,735417.2,1132382.4
2012-06-13,2,8,15,17,32,45,13,850975.5,JP,735417.2,0.0,,,,80,1378.9,110312.0,,,,4350,41.8,181830.0,,,,71758,4.5,322911.0,214475,1.1,235922.5,,735417.2
2012-06-10,2,7,17,21,26,41,11,4720638.2,3,1085056.2,3255168.6,,,,200,955.8,191160.0,,,,8928,35.3,315158.4,,,,133743,4.1,548346.3,373459,1.1,410804.9,1980705.8,-895649.6
2012-06-06,8,9,16,24,27,34,21,1212100.7,DJP,1980705.8,0.0,,,,178,891.8,158740.4,,,,7868,33.2,261217.6,,,,114200,4.0,456800.0,304857,1.1,335342.7,922372.4,1058333.4
2012-06-03,2,10,13,21,31,34,32,1036719.2,JP,922372.4,0.0,,,,140,988.2,138348.0,,,,5832,39.1,228031.2,,,,90745,4.4,399278.0,246420,1.1,271062.0,,922372.4
2012-05-30,13,17,20,23,32,34,14,2882313.7,1,1809353.5,1809353.5,,,,97,1456.2,141251.4,,,,5387,43.2,232718.4,,,,88879,4.6,408843.4,263770,1.1,290147.0,867646.1,941707.4
2012-05-27,13,19,22,30,42,45,23,1007888.8,JP,867646.1,0.0,,,,103,1263.5,130140.5,,,,4528,47.4,214627.2,,,,77883,4.9,381626.7,255904,1.1,281494.4,,867646.1
2012-05-23,1,13,18,29,30,33,10,1865105.0,1,1000000.0,1000000.0,,,,96,1149.4,110342.4,,,,4171,43.6,181855.6,,,,68565,4.7,322255.5,227865,1.1,250651.5,,1000000.0
2012-05-20,3,6,15,29,30,38,27,3186347.6,1,1888682.6,1888682.6,,,,160,1042.1,166736.0,,,,7041,39.0,274599.0,,,,108370,4.5,487665.0,335150,1.1,368665.0,777063.7,1111618.9
2012-05-16,1,9,10,22,25,32,36,868005.4,JP,777063.7,0.0,,,,94,1239.9,116550.6,,,,4694,40.9,191984.6,,,,78372,4.3,336999.6,202246,1.1,222470.6,,777063.7
2012-05-13,31,32,35,36,38,43,41,5130944.5,1,3446143.6,3446143.6,,,,274,814.6,223200.4,,,,8992,40.9,367772.8,,,,126286,5.1,644058.6,408881,1.1,449769.1,1958011.0,1488132.6
2012-05-09,2,10,15,27,28,34,5,1237748.7,DJP,1958011.0,0.0,,,,137,1160.0,158920.0,,,,7269,36.0,261684.0,,,,107659,4.3,462933.7,322010,1.1,354211.0,898490.0,1059521.0
2012-05-06,10,23,25,26,27,40,35,1000110.6,JP,898490.0,0.0,,,,115,1171.9,134768.5,,,,5440,40.8,221952.0,,,,86769,4.5,390460.5,229936,1.1,252929.6,,898490.0
2012-05-02,4,9,13,15,22,44,19,1816793.1,2,500000.0,1000000.0,,,,122,871.2,106286.4,,,,5140,34.1,175274.0,,,,74194,4.2,311614.8,203289,1.1,223617.9,,500000.0
2012-04-29,2,3,5,16,21,41,17,3257844.6,2,950252.1,1900504.2,,,,144,1220.9,175809.6,,,,7267,39.9,289953.3,,,,121979,4.2,512311.8,344787,1.1,379265.7,728412.9,221839.2
2012-04-25,1,30,39,41,43,45,3,894302.8,JP,728412.9,0.0,,,,122,895.5,109251.0,,,,4107,43.8,179886.6,,,,62815,5.1,320356.5,258917,1.1,284808.7,,728412.9
2012-04-22,26,27,32,34,37,43,25,10029923.3,1,7354985.5,7354985.5,,,,254,1377.5,349885.0,,,,12868,44.8,576486.4,,,,215746,4.7,1014006.2,667782,1.1,734560.2,5022258.2,2332727.3
2012-04-18,7,10,12,23,39,40,32,1922127.4,4JP,5022258.2,0.0,,,,236,1085.0,256060.0,,,,10594,39.8,421641.2,,,,172661,4.3,742442.3,456349,1.1,501983.9,3315186.8,1707071.4
2012-04-15,2,5,20,24,27,34,42,1635811.4,3JP,3315186.8,0.0,,,,187,1163.9,217649.3,,,,8757,41.0,359037.0,,,,142962,4.4,629032.8,390993,1.1,430092.3,1864182.2,1451004.6
2012-04-11,1,20,24,26,30,35,34,1071077.8,DJP,1864182.2,0.0,,,,75,1875.9,140692.5,,,,4654,49.8,231769.2,,,,82818,4.9,405808.2,266189,1.1,292807.9,926214.9,937967.3
2012-04-08,6,14,16,42,43,44,2,1078058.0,JP,926214.9,0.0,,,,95,1462.4,138928.0,,,,4572,50.1,229057.2,,,,80646,5.0,403230.0,278948,1.1,306842.8,,926214.9
2012-04-04,6,19,30,31,36,41,1,1846938.9,1,1000000.0,1000000.0,,,,57,1933.6,110215.2,,,,3659,49.7,181852.3,,,,63735,5.0,318675.0,214724,1.1,236196.4,,1000000.0
2012-04-01,11,12,24,26,37,43,39,2028457.8,1,1000000.0,1000000.0,,,,103,1316.0,135548.0,,,,4761,46.9,223290.9,,,,81690,4.8,392112.0,252279,1.1,277506.9,,1000000.0
2012-03-28,9,19,20,21,23,44,25,1818075.6,1,1000000.0,1000000.0,,,,85,1280.5,108842.5,,,,4265,42.1,179556.5,,,,69907,4.5,314581.5,195541,1.1,215095.1,,1000000.0
2012-03-25,6,8,10,32,44,45,29,5032357.4,2,1693192.1,3386384.2,,,,179,1191.3,213242.7,,,,8165,43.0,351095.0,,,,135553,4.6,623543.8,416447,1.1,458091.7,1964665.6,-271473.5
2012-03-21,5,8,14,24,39,44,42,1178291.6,DJP,1964665.6,0.0,,,,127,1240.5,157543.5,,,,6105,42.5,259462.5,,,,100824,4.5,453708.0,279616,1.1,307577.6,914331.4,1050334.2
2012-03-18,4,13,21,24,32,45,10,1071443.3,JP,914331.4,0.0,,,,117,1172.2,137147.4,,,,5249,43.1,226231.9,,,,83965,4.7,394635.5,284935,1.1,313428.5,,914331.4
2012-03-14,9,10,14,18,24,26,6,1887013.4,2,500000.0,1000000.0,,,,127,913.4,116001.8,,,,5250,36.4,191100.0,,,,79693,4.2,334710.6,222910,1.1,245201.0,,500000.0
2012-03-11,2,16,17,33,35,45,1,2079581.9,1,1000000.0,1000000.0,,,,115,1228.5,141277.5,,,,5569,41.8,232784.2,,,,90101,4.5,405454.5,272787,1.1,300065.7,,1000000.0
2012-03-07,8,16,21,23,32,43,36,1875585.2,1,1000000.0,1000000.0,,,,132,886.6,117031.2,,,,4920,39.2,192864.0,,,,76105,4.5,342472.5,202925,1.1,223217.5,,1000000.0
2012-03-04,4,5,13,19,31,37,45,10300065.8,2,3772191.3,7544382.6,,,,296,1225.2,362659.2,,,,14462,41.3,597280.6,,,,227007,4.6,1044232.2,683192,1.1,751511.2,5126483.3,-1354292.0
2012-02-29,5,17,27,37,41,43,16,2056907.1,4JP,5126483.3,0.0,,,,320,835.9,267488.0,,,,12768,34.5,440496.0,,,,179193,4.3,770529.9,525812,1.1,578393.2,3343118.8,1783364.5
2012-02-26,1,15,17,20,25,42,24,1629023.4,3JP,3343118.8,0.0,,,,149,1438.5,214336.5,,,,7476,47.3,353614.8,,,,128513,4.8,616862.4,403827,1.1,444209.7,1914114.5,1429004.3
2012-02-22,2,3,6,31,41,44,34,1184986.3,DJP,1914114.5,0.0,,,,101,1542.3,155772.3,,,,5524,46.5,256866.0,,,,96582,4.7,453935.4,289466,1.1,318412.6,875606.6,1038507.9
2012-02-19,5,14,15,32,38,43,37,971540.5,JP,875606.6,0.0,,,,92,1427.6,131339.2,,,,4719,45.9,216602.1,,,,78213,4.9,383243.7,218505,1.1,240355.5,,875606.6
2012-02-15,2,5,7,12,13,23,32,3070271.5,1,1912710.9,1912710.9,,,,222,695.9,154489.8,,,,8691,29.3,254646.3,,,,120139,3.7,444514.3,276282,1.1,303910.2,882718.8,1029992.1
2012-02-12,1,5,6,12,41,44,22,1014943.2,JP,882718.8,0.0,,,,98,1351.1,132407.8,,,,5311,41.1,218282.1,,,,90226,4.3,387971.8,251165,1.1,276281.5,,882718.8
2012-02-08,6,9,19,21,22,24,16,3141159.7,2,973825.4,1947650.8,,,,175,895.3,156677.5,,,,7890,32.7,258003.0,,,,114208,4.0,456832.0,292724,1.1,321996.4,903071.3,70754.1
2012-02-05,20,25,28,29,39,42,18,1023497.6,JP,903071.3,0.0,,,,85,1593.6,135456.0,,,,4903,45.5,223086.5,,,,82224,4.8,394675.2,245709,1.1,270279.9,,903071.3
2012-02-01,5,16,17,21,23,28,7,1904364.9,1,1000000.0,1000000.0,,,,110,1059.0,116490.0,,,,5093,37.7,192006.1,,,,79388,4.3,341368.4,231364,1.1,254500.4,,1000000.0
2012-01-29,26,27,30,32,38,40,22,3448823.5,1,2019133.2,2019133.2,,,,127,1465.0,186055.0,,,,6342,48.4,306952.8,,,,109394,4.9,536030.6,364229,1.1,400651.9,778735.7,1240397.5
2012-01-25,2,3,6,31,40,42,22,889614.1,JP,778735.7,0.0,,,,86,1358.2,116805.2,,,,4034,47.7,192421.8,,,,73192,4.6,336683.2,221549,1.1,243703.9,,778735.7
2012-01-22,7,9,10,11,17,25,45,2009227.3,1,1000000.0,1000000.0,,,,194,695.3,134888.2,,,,7988,27.8,222066.4,,,,106607,3.7,394445.9,234388,1.1,257826.8,,1000000.0
2012-01-18,16,18,25,28,39,42,7,3447335.6,1,2098428.4,2098428.4,,,,153,1110.4,169891.2,,,,6552,42.7,279770.4,,,,102817,4.8,493521.6,368840,1.1,405724.0,965735.4,1132693.0
2012-01-15,4,19,28,35,38,45,36,1092868.1,JP,965735.4,0.0,,,,100,1448.6,144860.0,,,,5428,44.0,238832.0,,,,89773,4.7,421933.1,261130,1.1,287243.0,,965735.4
2012-01-11,4,7,9,10,23,30,16,1936132.5,1,1000000.0,1000000.0,,,,171,720.2,123154.2,,,,7092,28.6,202831.2,,,,94673,3.8,359757.4,227627,1.1,250389.7,,1000000.0
2012-01-08,19,21,27,37,39,42,36,5232016.2,1,3652294.0,3652294.0,,,,194,1080.7,209655.8,,,,8121,42.6,345954.6,,,,133280,4.6,613088.0,373658,1.1,411023.8,2254485.0,1397809.0
2012-01-04,11,13,17,21,22,33,36,1314176.4,DJP,2254485.0,0.0,,,,207,851.0,176157.0,,,,8954,32.4,290109.6,,,,130715,3.9,509788.5,307383,1.1,338121.3,1080050.8,1174434.2
2012-01-01,10,14,21,24,38,44,23,1244525.3,JP,1080050.8,0.0,,,,130,1246.2,162006.0,,,,6361,42.0,267162.0,,,,99876,4.7,469417.2,314491,1.1,345940.1,,1080050.8
2011-12-28,15,19,34,37,41,44,26,4976576.4,2,1730925.4,3461850.8,,,,133,1454.3,193421.9,,,,6747,47.3,319133.1,,,,111588,5.0,557940.0,403846,1.1,444230.6,2172298.8,-441373.4
2011-12-25,5,8,24,34,35,36,7,1640878.1,DJP,2172298.8,0.0,,,,160,1294.2,207072.0,,,,7730,44.2,341666.0,,,,128299,4.7,603005.3,444668,1.1,489134.8,791733.8,1380565.0
2011-12-21,6,11,23,28,33,36,25,886999.3,JP,791733.8,0.0,,,,102,1164.3,118758.6,,,,4997,39.2,195882.4,,,,81638,4.2,342879.6,208617,1.1,229478.7,,791733.8
2011-12-18,19,24,35,40,42,45,23,2099696.9,1,1000000.0,1000000.0,,,,94,1512.6,142184.4,,,,4758,49.3,234569.4,,,,82390,5.0,411950.0,282721,1.1,310993.1,,1000000.0
2011-12-14,6,21,30,37,38,45,41,1884266.0,1,1000000.0,1000000.0,,,,83,1427.4,118474.2,,,,3895,50.1,195139.5,,,,67249,5.1,342969.9,206984,1.1,227682.4,,1000000.0
2011-12-11,3,6,12,18,22,27,25,3368077.7,1,2016850.9,2016850.9,,,,263,688.1,180970.3,,,,10030,29.7,297891.0,,,,138005,3.8,524419.0,316315,1.1,347946.5,810291.0,1206559.9
2011-12-07,7,19,32,34,35,36,27,951760.8,JP,810291.0,0.0,,,,90,1350.4,121536.0,,,,4776,41.9,200114.4,,,,70832,5.0,354160.0,250864,1.1,275950.4,,810291.0
2011-12-04,3,9,12,17,21,44,31,2108981.5,1,1000000.0,1000000.0,,,,193,776.9,149941.7,,,,8498,29.1,247291.8,,,,117633,3.7,435242.1,251369,1.1,276505.9,,1000000.0
2011-11-30,6,27,37,38,41,44,36,4860419.1,3,1118497.0,3355491.0,,,,118,1689.8,199396.4,,,,7012,46.9,328862.8,,,,119288,4.9,584511.2,356507,1.1,392157.7,2026144.5,-907647.5
2011-11-27,2,4,9,13,15,28,6,1441214.6,DJP,2026144.5,0.0,,,,226,832.2,188077.2,,,,8883,34.9,310016.7,,,,133366,4.1,546800.6,360291,1.1,396320.1,772220.5,1253924.0
2011-11-23,10,18,25,38,39,41,24,888554.2,JP,772220.5,0.0,,,,74,1565.3,115832.2,,,,3802,50.2,190860.4,,,,65182,5.2,338946.4,220832,1.1,242915.2,,772220.5
2011-11-20,1,7,8,25,37,39,36,3629536.9,1,2129238.8,2129238.8,,,,132,1512.5,199650.0,,,,7130,46.2,329406.0,,,,123392,4.7,579942.4,355727,1.1,391299.7,798191.1,1331047.7
2011-11-16,17,29,34,35,36,45,12,952374.4,JP,798191.1,0.0,,,,72,1662.8,119721.6,,,,3973,49.7,197458.1,,,,69294,5.0,346470.0,262477,1.1,288724.7,,798191.1
2011-11-13,9,10,15,16,32,34,24,2127469.5,1,1000000.0,1000000.0,,,,110,1359.1,149501.0,,,,5513,44.7,246431.1,,,,94853,4.6,436323.8,268376,1.1,295213.6,,1000000.0
2011-11-09,8,9,10,27,34,39,17,10148201.2,2,3759741.3,7519482.6,,,,341,1011.4,344887.4,,,,15410,36.9,568629.0,,,,238751,4.2,1002754.2,647680,1.1,712448.0,5220071.8,-1460330.5
2011-11-06,7,19,24,31,37,44,33,2251880.4,4JP,5220071.8,0.0,,,,243,1190.6,289315.8,,,,11220,42.5,476850.0,,,,176263,4.8,846062.4,581502,1.1,639652.2,3291147.4,1928924.4
2011-11-02,4,23,31,32,36,45,28,1513914.7,3JP,3291147.4,0.0,,,,146,1332.5,194545.0,,,,6537,49.1,320966.7,,,,111982,5.0,559910.0,398630,1.1,438493.0,1994148.4,1296999.0
2011-10-30,4,13,14,25,29,38,45,1466309.6,DJP,1994148.4,0.0,,,,150,1278.1,191715.0,,,,6983,45.3,316329.9,,,,115744,4.8,555571.2,366085,1.1,402693.5,715987.7,1278160.7
2011-10-26,4,11,26,35,36,42,13,829588.6,JP,715987.7,0.0,,,,89,1206.7,107396.3,,,,4035,43.9,177136.5,,,,65415,4.8,313992.0,210058,1.1,231063.8,,715987.7
2011-10-23,2,18,27,28,37,38,20,15136751.1,2,5507164.1,11014328.2,,,,468,1149.8,538106.4,,,,20056,44.2,886475.2,,,,334587,4.7,1572558.9,1022984,1.1,1125282.4,7426726.5,-1919562.4
2011-10-19,16,29,31,36,40,44,38,2785209.3,5JP,7426726.5,0.0,,,,331,1113.2,368469.2,,,,14153,42.9,607163.7,,,,220983,4.8,1060718.4,680780,1.1,748858.0,4970236.9,2456489.6
2011-10-16,1,6,15,29,33,35,36,2004275.2,4JP,4970236.9,0.0,,,,230,1153.7,265351.0,,,,10581,41.3,436995.3,,,,171982,4.5,773919.0,480009,1.1,528009.9,3201141.7,1769095.2
2011-10-12,4,20,23,29,31,40,9,1508729.5,3JP,3201141.7,0.0,,,,161,1190.6,191686.6,,,,7120,44.4,316128.0,,,,116203,4.8,557774.4,402855,1.1,443140.5,1923208.6,1277933.1
2011-10-09,7,10,26,31,38,42,5,1387125.6,DJP,1923208.6,0.0,,,,149,1193.1,177771.9,,,,6857,42.7,292793.9,,,,111266,4.6,511823.6,367942,1.1,404736.2,737987.2,1185221.4
2011-10-05,6,9,13,36,40,42,12,864731.3,JP,737987.2,0.0,,,,81,1366.6,110694.6,,,,4120,44.3,182516.0,,,,68586,4.7,322354.2,226515,1.1,249166.5,,737987.2
2011-10-02,3,8,13,18,22,27,41,2045771.8,1,1000000.0,1000000.0,,,,161,874.4,140778.4,,,,6827,34.0,232118.0,,,,104531,3.9,407670.9,241095,1.1,265204.5,,1000000.0
2011-09-28,3,15,21,39,40,43,1,4636978.6,1,3193656.5,3193656.5,,,,163,1159.6,189014.8,,,,8279,37.6,311290.4,,,,129211,4.2,542686.2,363937,1.1,400330.7,1933539.4,1260117.1
2011-09-25,14,20,21,30,31,37,28,1390409.9,JP,1933539.4,0.0,,,,121,1472.8,178208.8,,,,5699,51.5,293498.5,,,,98064,5.3,519739.2,362694,1.1,398963.4,745401.7,1188137.7
2011-09-21,1,18,19,29,33,41,35,843577.4,JP,745401.7,0.0,,,,104,1075.0,111800.0,,,,4046,45.5,184093.0,,,,68812,4.7,323416.4,203880,1.1,224268.0,,745401.7
2011-09-18,10,11,22,27,36,39,24,2042774.9,1,1000000.0,1000000.0,,,,137,1009.8,138342.6,,,,6113,37.3,228014.9,,,,95134,4.2,399562.8,251686,1.1,276854.6,,1000000.0
2011-09-14,5,19,28,36,37,38,3,1939585.3,2,500000.0,1000000.0,,,,68,1713.2,116497.6,,,,4053,47.4,192112.2,,,,67278,5.0,336390.0,267805,1.1,294585.5,,500000.0
2011-09-11,13,16,18,33,36,38,35,3598970.4,1,2116830.2,2116830.2,,,,126,1554.8,195904.8,,,,6940,46.5,322710.0,,,,116332,4.9,570026.8,357726,1.1,393498.6,810719.8,1306110.4
2011-09-07,1,7,10,26,33,42,6,939666.6,JP,810719.8,0.0,,,,116,1048.3,121602.8,,,,5225,38.4,200640.0,,,,82782,4.3,355962.6,237692,1.1,261461.2,,810719.8
2011-09-04,5,18,23,32,35,40,44,6892629.0,1,4902802.2,4902802.2,,,,208,1268.4,263827.2,,,,10182,42.7,434771.4,,,,162781,4.7,765070.7,478325,1.1,526157.5,3143931.0,1758871.2
2011-08-31,2,16,23,28,33,44,15,1443039.5,3JP,3143931.0,0.0,,,,191,988.2,188746.2,,,,7861,39.6,311295.6,,,,121766,4.5,547947.0,359137,1.1,395050.7,1885537.0,1258394.0
2011-08-28,6,11,14,20,30,42,32,1322973.7,DJP,1885537.0,0.0,,,,142,1241.3,176264.6,,,,6849,42.4,290397.6,,,,113058,4.5,508761.0,315955,1.1,347550.5,710368.4,1175168.6
2011-08-24,13,19,25,26,39,45,44,796791.3,JP,710368.4,0.0,,,,103,1034.5,106553.5,,,,4172,42.1,175641.2,,,,67370,4.6,309902.0,186086,1.1,204694.6,,710368.4
2011-08-21,1,5,11,16,38,44,34,3267878.8,1,1907791.4,1907791.4,,,,139,1293.7,179824.3,,,,6821,43.5,296713.5,,,,114658,4.6,527426.8,323748,1.1,356122.8,708890.5,1198900.9
2011-08-17,7,10,11,21,26,35,5,821323.1,JP,708890.5,0.0,,,,111,957.9,106326.9,,,,5162,33.9,174991.8,,,,81233,3.8,308685.4,210290,1.1,231319.0,,708890.5
2011-08-14,2,3,23,31,32,36,39,4938926.3,2,1667883.9,3335767.8,,,,149,1401.8,208868.2,,,,6960,49.5,344520.0,,,,122279,5.0,611395.0,398523,1.1,438375.3,1943311.5,-275427.6
2011-08-10,5,21,24,31,35,40,6,1238725.6,DJP,1943311.5,0.0,,,,128,1232.6,157772.8,,,,5866,44.3,259863.8,,,,95432,4.8,458073.6,330014,1.1,363015.4,891472.9,1051838.6
2011-08-07,2,8,9,14,32,42,40,1001234.9,JP,891472.9,0.0,,,,92,1453.4,133712.8,,,,5252,42.0,220584.0,,,,85322,4.5,383949.0,239081,1.1,262989.1,,891472.9
2011-08-03,3,24,27,31,36,43,21,1886015.2,1,1000000.0,1000000.0,,,,89,1276.0,113564.0,,,,4716,39.7,187225.2,,,,72180,4.6,332028.0,230180,1.1,253198.0,,1000000.0
2011-07-31,1,7,17,31,37,45,34,2031534.6,2,500000.0,1000000.0,,,,224,611.0,136864.0,,,,5921,38.1,225590.1,,,,89454,4.4,393597.6,250439,1.1,275482.9,,500000.0
2011-07-27,2,6,9,20,24,33,19,4676345.0,1,3242111.8,3242111.8,,,,215,873.4,187781.0,,,,8973,34.5,309568.5,,,,133377,4.1,546845.7,354580,1.1,390038.0,1990163.6,1251948.2
