Datum,Zahl 1,Zahl 2,Zahl 3,Zahl 4,Zahl 5,Zahl 6,Zusatzzahl,Gesamt - Ausbezahlt,6er - Gewinner,6er - Betrag,6er - Ausbezahlt,5er ZZ - Gewinner,5er ZZ - Betrag,5er ZZ - Ausbezahlt,5er - Gewinner,5er - Betrag,5er - Ausbezahlt,4er ZZ - Gewinner,4er ZZ - Betrag,4er ZZ - Ausbezahlt,4er - Gewinner,4er - Betrag,4er - Ausbezahlt,3er ZZ - Gewinner,3er ZZ - Betrag,3er ZZ - Ausbezahlt,3er - Gewinner,3er - Betrag,3er - Ausbezahlt,ZZ - Gewinner,ZZ - Betrag,ZZ - Ausbezahlt,6er - Pott Start,6er - Pott Bonus
2022-07-08,11,17,21,22,24,38,2,960808.5,JP,576252.1,0.0,3,65150.0,195450.0,63,1372.0,86436.0,185,140.1,25918.5,3013,47.8,144021.4,4519,14.3,64621.7,50759,5.1,258870.9,154575,1.2,185490.0,,576252.1
2022-07-06,11,12,15,18,33,43,38,3361086.6,2,1138065.2,2276130.4,JP,116215.5,0.0,63,2012.3,126774.9,234,162.5,38025.0,4211,50.1,210971.1,5660,16.7,94522.0,72328,5.2,376105.6,198798,1.2,238557.6,1430926.4,-292861.2
2022-07-03,8,11,17,25,35,45,20,1201981.5,DJP,1430926.4,0.0,2,57187.2,114374.4,96,1299.7,124771.2,264,141.7,37408.8,4818,43.1,207655.8,6184,15.1,93378.4,75713,4.9,370993.7,211166,1.2,253399.2,599111.4,831815.0
2022-06-29,10,13,37,38,42,44,21,1073225.4,JP,599111.4,0.0,3,88978.8,266936.4,60,1497.7,89862.0,141,191.2,26959.2,2825,53.0,149725.0,3911,17.2,67269.2,44836,6.0,269016.0,169548,1.2,203457.6,,599111.4
2022-06-26,1,11,17,18,19,43,26,7412107.9,1,5629282.8,5629282.8,JP,184558.6,0.0,149,1351.2,201328.8,392,154.0,60368.0,7459,44.9,334909.1,10215,14.7,150160.5,118853,5.1,606150.3,358257,1.2,429908.4,4287037.7,1342245.1
2022-06-22,10,18,28,29,37,42,26,1596694.4,5JP,4287037.7,0.0,4,37231.7,148926.8,116,1400.5,162458.0,287,169.8,48732.6,5477,49.4,270563.8,7584,16.0,121344.0,89846,5.4,485168.4,299584,1.2,359500.8,3203930.9,1083106.8
2022-06-19,5,18,20,24,37,40,30,1489039.5,4JP,3203930.9,0.0,4,61979.4,247917.6,99,1438.1,142371.9,254,168.1,42697.4,4692,50.5,236946.0,7085,15.0,106275.0,77032,5.5,423676.0,240963,1.2,289155.6,2254729.5,949201.4
2022-06-15,3,12,26,32,36,42,30,1119758.8,3JP,2254729.5,0.0,JP,117402.6,0.0,110,1164.3,128073.0,244,157.4,38405.6,5523,38.6,213187.8,5919,16.2,95887.8,76645,5.0,383225.0,217483,1.2,260979.6,1400892.2,853837.3
2022-06-12,12,14,31,33,35,40,24,1203696.7,DJP,1400892.2,0.0,1,113881.9,113881.9,74,1678.8,124231.2,220,169.4,37268.0,4000,51.7,206800.0,5692,16.3,92779.6,66226,5.6,370865.6,214892,1.2,257870.4,572659.8,828232.4
2022-06-08,10,14,26,27,35,41,32,820116.0,JP,572659.8,0.0,1,78740.7,78740.7,53,1620.7,85897.1,151,170.6,25760.6,3157,45.3,143012.1,3922,16.4,64320.8,50485,5.1,257473.5,137426,1.2,164911.2,,572659.8
2022-06-05,32,34,36,37,38,43,28,2700798.0,1,1444402.5,1444402.5,5,23088.7,115443.5,170,740.8,125936.0,223,169.4,37776.2,4747,44.2,209817.4,5255,17.9,94064.5,63521,5.9,374773.9,248820,1.2,298584.0,604811.8,839590.7
2022-06-01,13,18,19,26,41,44,17,902812.2,JP,604811.8,0.0,2,41580.8,83161.6,56,1620.0,90720.0,173,157.3,27212.9,2850,53.0,151050.0,4128,16.4,67699.2,47781,5.7,272351.7,175514,1.2,210616.8,,604811.8
2022-05-29,5,12,20,40,41,45,10,4523076.0,1,3147826.2,3147826.2,2,64112.7,128225.4,103,1358.0,139874.0,423,99.2,41961.6,4896,47.6,233049.6,8660,12.1,104786.0,79952,5.2,415750.4,259669,1.2,311602.8,2215277.4,932548.8
2022-05-25,3,4,25,27,30,42,31,1195807.9,3JP,2215277.4,0.0,1,115013.9,115013.9,85,1476.1,125468.5,191,197.0,37627.0,4460,46.8,208728.0,5555,16.9,93879.5,74819,5.0,374095.0,200830,1.2,240996.0,1378812.0,836465.4
2022-05-22,5,13,20,21,29,32,18,1233347.9,DJP,1378812.0,0.0,2,94793.3,189586.6,111,1083.3,120246.3,239,150.9,36065.1,4424,45.3,200407.2,5825,15.4,89705.0,73049,4.9,357940.1,199498,1.2,239397.6,577120.0,801692.0
2022-05-18,1,2,18,27,36,37,26,776616.6,JP,577120.0,0.0,JP,79354.0,0.0,66,1311.6,86565.6,161,161.3,25969.3,2758,52.3,144243.4,3766,17.2,64775.2,46857,5.5,257713.5,164458,1.2,197349.6,,577120.0
2022-05-15,4,11,13,20,29,45,12,1853937.0,2,500000.0,1000000.0,3,26424.7,79274.1,86,1005.5,86473.0,193,134.4,25939.2,3422,42.1,144066.2,4729,13.7,64787.3,53769,4.8,258091.2,162755,1.2,195306.0,,500000.0
2022-05-13,3,6,11,25,33,45,23,1857242.6,2,500000.0,1000000.0,1,81935.1,81935.1,67,1334.0,89378.0,217,123.5,26799.5,3894,38.2,148750.8,5048,13.2,66633.6,58912,4.5,265104.0,148868,1.2,178641.6,,500000.0
2022-05-11,4,15,22,29,32,42,28,5199297.5,1,3495116.8,3495116.8,3,126431.0,379293.0,135,1106.7,149404.5,284,157.8,44815.2,5759,43.2,248788.8,6979,16.0,111664.0,88734,5.0,443670.0,272121,1.2,326545.2,2499034.6,996082.2
2022-05-08,21,23,27,28,36,44,39,1293057.7,3JP,2499034.6,0.0,DJP,242331.9,0.0,78,1908.3,148847.4,280,159.4,44632.0,4786,51.8,247914.8,7137,15.6,111337.2,83363,5.3,441823.9,248752,1.2,298502.4,1506677.1,992357.5
2022-05-04,6,7,11,13,34,40,36,991419.9,DJP,1506677.1,0.0,JP,105882.8,0.0,96,1203.2,115507.2,220,157.5,34650.0,4287,44.9,192486.3,5133,16.8,86234.4,72109,4.8,346123.2,180349,1.2,216418.8,736620.3,770056.8
2022-05-01,16,21,23,25,31,44,29,1082207.2,JP,736620.3,0.0,2,50642.6,101285.2,72,1534.6,110491.2,184,180.1,33138.4,3349,54.9,183860.1,4796,17.2,82491.2,58367,5.7,332691.9,198541,1.2,238249.2,,736620.3
2022-04-27,8,9,28,34,40,43,32,13729620.0,1,9802237.5,9802237.5,5,74732.0,373660.0,309,1319.1,407601.9,719,170.0,122230.0,14218,47.7,678198.6,20001,15.2,304015.2,234400,5.2,1218880.0,685664,1.2,822796.8,7084706.5,2717531.0
2022-04-24,5,13,18,28,39,45,27,2689648.3,7JP,7084706.5,0.0,5,50239.1,251195.5,237,1156.2,274019.4,562,146.2,82164.4,10386,43.9,455945.4,14438,14.2,205019.6,160636,5.1,819243.6,501717,1.2,602060.4,5257828.0,1826878.5
2022-04-20,10,14,17,22,23,32,34,1760072.3,6JP,5257828.0,0.0,3,56569.1,169707.3,154,1202.1,185123.4,448,123.9,55507.2,7326,42.1,308424.6,9735,14.2,138237.0,111968,4.9,548643.2,295358,1.2,354429.6,4023591.5,1234236.5
2022-04-17,10,25,30,38,39,41,27,1798594.8,5JP,4023591.5,0.0,2,83279.1,166558.2,123,1477.2,181695.6,315,173.0,54495.0,5708,53.0,302524.0,8448,16.1,136012.8,98600,5.5,542300.0,345841,1.2,415009.2,2812258.2,1211333.3
2022-04-13,2,7,31,32,41,42,24,1296738.2,4JP,2812258.2,0.0,1,122764.2,122764.2,75,1785.6,133920.0,245,163.9,40155.5,4264,52.3,223007.2,5917,16.9,99997.3,71375,5.6,399700.0,230995,1.2,277194.0,1919427.6,892830.6
2022-04-10,3,14,19,24,26,44,34,988905.8,3JP,1919427.6,0.0,1,95323.0,95323.0,68,1529.2,103985.6,240,129.9,31176.0,3714,46.6,173072.4,5586,13.9,77645.4,62071,5.0,310355.0,164457,1.2,197348.4,1226169.0,693258.6
2022-04-08,4,5,17,18,32,34,41,899731.3,DJP,1226169.0,0.0,4,21685.8,86743.2,80,1182.8,94624.0,168,168.9,28375.2,3229,48.8,157575.2,4258,16.6,70682.8,55667,5.1,283901.7,148191,1.2,177829.2,595308.7,630860.3
2022-04-06,10,39,41,42,43,44,25,862481.6,JP,595308.7,0.0,2,40927.4,81854.8,158,565.1,89285.8,165,162.3,26779.5,4059,36.6,148559.4,3513,19.0,66747.0,47023,5.7,268031.1,151020,1.2,181224.0,,595308.7
2022-04-03,3,17,26,33,41,45,4,2051265.8,1,1000000.0,1000000.0,3,32431.0,97293.0,110,964.8,106128.0,215,148.0,31820.0,4556,38.8,176772.8,5278,15.0,79170.0,68130,4.6,313398.0,205570,1.2,246684.0,,1000000.0
2022-03-30,5,12,23,24,25,40,7,4705394.7,1,3289627.6,3289627.6,3,43470.7,130412.1,103,1381.2,142263.6,335,127.4,42679.0,5174,45.8,236969.2,8358,12.7,106146.6,84014,5.1,428471.4,274021,1.2,328825.2,2341175.3,948452.3
2022-03-27,13,18,32,40,43,45,44,1324861.7,3JP,2341175.3,0.0,4,31529.1,126116.4,99,1389.7,137580.3,285,144.8,41268.0,4450,51.5,229175.0,7176,14.3,102616.8,73317,5.6,410575.2,231275,1.2,277530.0,1423964.6,917210.7
2022-03-23,1,2,10,14,17,24,34,1030955.6,DJP,1423964.6,0.0,3,33101.4,99304.2,113,958.6,108321.8,234,138.8,32479.2,4712,38.3,180469.6,5011,16.2,81178.2,69857,4.6,321342.2,173217,1.2,207860.4,701751.8,722212.8
2022-03-20,10,14,15,17,19,36,5,1041960.7,JP,701751.8,0.0,2,48245.4,96490.8,69,1525.5,105259.5,216,146.1,31557.6,3340,52.5,175350.0,5806,13.5,78381.0,57010,5.5,313555.0,201139,1.2,241366.8,,701751.8
2022-03-16,2,22,26,27,28,43,40,4192610.5,2,1440420.5,2880841.0,5,25271.6,126358.0,90,1531.6,137844.0,258,160.2,41331.6,4733,48.5,229550.5,6451,16.0,103216.0,81561,5.0,407805.0,221387,1.2,265664.4,1961870.7,-521450.2
2022-03-13,7,8,14,32,39,41,33,1027229.4,3JP,1961870.7,0.0,1,97157.5,97157.5,76,1394.6,105989.6,167,190.4,31796.8,3469,50.9,176572.1,4806,16.5,79299.0,59316,5.3,314374.8,185033,1.2,222039.6,1255270.1,706600.6
2022-03-11,7,16,19,29,32,37,30,1021908.6,DJP,1255270.1,0.0,3,57533.2,172599.6,73,1326.3,96819.9,166,174.9,29033.4,3368,47.9,161327.2,4177,17.3,72262.1,55524,5.2,288724.8,167618,1.2,201141.6,609768.4,645501.7
2022-03-09,2,22,32,33,34,41,42,791848.7,JP,609768.4,0.0,JP,83843.1,0.0,52,1758.9,91462.8,166,165.2,27423.2,3098,49.2,152421.6,4269,16.0,68304.0,51147,5.3,271079.1,150965,1.2,181158.0,,609768.4
2022-03-06,11,22,24,29,39,40,9,2843408.4,1,1521433.7,1521433.7,3,40615.4,121846.2,81,1641.0,132921.0,281,141.9,39873.9,4424,50.0,221200.0,7081,14.0,99134.0,75416,5.3,399704.8,256079,1.2,307294.8,635278.7,886155.0
2022-03-02,4,12,20,25,29,36,1,924680.9,JP,635278.7,0.0,1,87350.8,87350.8,64,1488.9,95289.6,209,136.7,28570.3,3321,47.8,158743.8,5000,14.2,71000.0,54241,5.2,282053.2,168061,1.2,201673.2,,635278.7
2022-02-27,1,10,23,25,35,39,5,5479096.3,2,1765837.0,3531674.0,5,80045.4,400227.0,183,936.8,171434.4,377,136.4,51422.8,6074,47.0,285478.0,9077,14.1,127985.7,95654,5.4,516531.6,328619,1.2,394342.8,2388666.6,-622829.6
2022-02-23,1,3,21,23,35,43,44,1160902.5,3JP,2388666.6,0.0,DJP,243063.5,0.0,112,1197.2,134086.4,235,171.1,40208.5,4832,46.2,223238.4,6338,15.8,100140.4,79792,5.0,398960.0,220224,1.2,264268.8,1494720.1,893946.5
2022-02-20,2,10,17,24,35,37,42,1138424.0,DJP,1494720.1,0.0,JP,120145.9,0.0,98,1337.4,131065.2,248,158.5,39308.0,4540,48.1,218374.0,5784,16.9,97749.6,75068,5.2,390353.6,217978,1.2,261573.6,620931.5,873788.6
2022-02-16,12,17,23,24,28,45,44,1014247.1,JP,620931.5,0.0,2,107958.1,215916.2,66,1411.2,93139.2,164,170.3,27929.2,3430,45.2,155036.0,4064,17.1,69494.4,56421,4.9,276462.9,146891,1.2,176269.2,,620931.5
2022-02-13,13,17,23,26,35,37,5,5531508.5,1,4240390.9,4240390.9,JP,130538.1,0.0,101,1409.9,142399.9,308,138.7,42719.6,4945,47.9,236865.5,7933,13.4,106302.2,81876,5.2,425755.2,280896,1.2,337075.2,3291022.5,949368.4
2022-02-11,2,7,22,37,40,44,21,1247438.4,4JP,3291022.5,0.0,1,116522.4,116522.4,85,1495.4,127109.0,240,158.8,38112.0,4276,49.5,211662.0,5947,16.0,95152.0,70429,5.4,380316.6,232137,1.2,278564.4,2443586.2,847436.3
2022-02-09,1,4,21,29,31,34,12,1438709.2,3JP,2443586.2,0.0,5,49329.2,246646.0,96,1393.0,133728.0,290,138.3,40107.0,4658,47.8,222652.4,7114,14.0,99596.0,75574,5.3,400542.2,246198,1.2,295437.6,1552040.2,891546.0
2022-02-06,7,16,17,32,36,39,37,1153192.3,DJP,1552040.2,0.0,JP,124058.9,0.0,100,1353.3,135330.0,232,175.0,40600.0,5069,44.4,225063.6,5964,17.0,101388.0,79937,5.1,407678.7,202610,1.2,243132.0,649793.7,902246.5
2022-02-02,4,8,10,15,18,27,45,935056.3,JP,649793.7,0.0,2,44673.3,89346.6,124,786.0,97464.0,233,125.4,29218.2,4925,32.9,162032.5,4995,14.6,72927.0,69246,4.2,290833.2,161029,1.2,193234.8,,649793.7
2022-01-30,11,14,34,37,39,40,42,6904434.9,2,2460412.9,4920825.8,4,47224.3,188897.2,139,1482.5,206067.5,349,177.1,61807.9,6865,50.0,343250.0,9272,16.6,153915.2,111947,5.5,615708.5,344969,1.2,413962.8,3547027.9,-1086615.0
2022-01-26,2,19,23,36,38,39,7,1566581.7,4JP,3547027.9,0.0,4,35936.0,143744.0,102,1537.3,156804.6,279,168.6,47039.4,5134,50.9,261320.6,7583,15.5,117536.5,84778,5.5,466279.0,311548,1.2,373857.6,2501615.9,1045412.0
2022-01-23,5,27,29,31,35,44,37,1406367.5,3JP,2501615.9,0.0,2,68501.6,137003.2,91,1642.3,149449.3,229,195.7,44815.3,5221,47.7,249041.7,6380,17.5,111650.0,85377,5.2,443960.4,225373,1.2,270447.6,1505229.0,996386.9
2022-01-19,9,10,11,21,32,43,44,1233929.3,DJP,1505229.0,0.0,1,206968.9,206968.9,73,1630.5,119026.5,221,161.5,35691.5,4742,41.8,198215.6,5556,16.0,88896.0,74659,4.8,358363.2,188973,1.2,226767.6,711680.3,793548.7
2022-01-16,6,7,9,37,41,43,32,925077.8,JP,711680.3,0.0,JP,97856.0,0.0,75,1423.3,106747.5,167,191.7,32013.9,3482,51.0,177582.0,4540,17.6,79904.0,61323,5.2,318879.6,174959,1.2,209950.8,,711680.3
2022-01-14,6,14,20,29,34,41,11,4519053.5,1,3264949.3,3264949.3,2,57823.5,115647.0,78,1617.4,126157.2,257,147.2,37830.4,4360,48.2,210152.0,6368,14.8,94246.4,68732,5.5,378026.0,243371,1.2,292045.2,2423879.9,841069.4
2022-01-12,4,9,29,30,32,38,14,1312489.4,3JP,2423879.9,0.0,4,31287.8,125151.2,64,2133.2,136524.8,241,169.9,40945.9,4374,52.0,227448.0,6380,16.0,102080.0,76643,5.3,406207.9,228443,1.2,274131.6,1513687.4,910192.5
2022-01-09,2,3,5,11,19,44,24,1194044.0,DJP,1513687.4,0.0,4,28699.4,114797.6,131,955.9,125222.9,353,106.4,37559.2,6389,32.6,208281.4,7477,12.5,93462.5,92373,4.0,369492.0,204357,1.2,245228.4,678795.1,834892.3
2022-01-05,4,14,29,35,39,40,36,968464.6,JP,678795.1,0.0,1,93334.3,93334.3,81,1257.0,101817.0,167,182.9,30544.3,3374,50.2,169374.8,3933,19.4,76300.2,55942,5.4,302086.8,162506,1.2,195007.2,,678795.1
2022-01-02,11,19,20,30,34,38,25,3199313.2,2,817096.5,1634193.0,3,110269.2,330807.6,123,1151.9,141683.7,219,194.0,42486.0,4982,47.4,236146.8,5950,17.8,105910.0,80397,5.3,426104.1,234985,1.2,281982.0,689597.6,127498.9
2021-12-29,12,20,30,35,42,43,10,938531.6,JP,689597.6,0.0,DJP,200925.8,0.0,54,1915.5,103437.0,202,153.6,31027.2,3129,55.0,172095.0,5146,15.0,77190.0,53582,5.8,310775.6,203339,1.2,244006.8,,689597.6
2021-12-26,15,18,19,26,35,36,11,2050459.2,1,1000000.0,1000000.0,JP,106106.1,0.0,75,1543.3,115747.5,214,162.2,34710.8,3712,51.9,192652.8,5510,15.7,86507.0,62869,5.5,345779.5,229218,1.2,275061.6,,1000000.0
2021-12-22,4,10,16,18,25,32,2,2032123.5,1,1000000.0,1000000.0,4,24250.7,97002.8,77,1374.3,105821.1,229,138.6,31739.4,3867,45.6,176335.2,5623,14.1,79284.3,61705,5.1,314695.5,189371,1.2,227245.2,,1000000.0
2021-12-19,5,9,11,16,23,35,19,5291128.0,1,3607960.7,3607960.7,5,31928.3,159641.5,134,1299.6,174146.4,440,118.7,52228.0,7587,38.2,289823.4,10372,12.5,129650.0,112606,4.6,517987.6,299742,1.2,359690.4,2446928.8,1161031.9
2021-12-15,10,14,22,30,31,36,28,1358186.7,3JP,2446928.8,0.0,2,63427.1,126854.2,103,1343.5,138380.5,249,166.7,41508.3,4718,48.8,230238.4,6579,15.7,103290.3,76495,5.4,413073.0,254035,1.2,304842.0,1524351.6,922577.2
2021-12-12,1,14,17,18,26,37,20,1319480.0,DJP,1524351.6,0.0,3,41340.1,124020.3,87,1555.1,135293.7,221,183.6,40575.6,4279,52.6,225075.4,5765,17.6,101464.0,74973,5.4,404854.2,240164,1.2,288196.8,622384.1,901967.5
2021-12-08,7,12,20,24,36,38,44,896471.3,JP,622384.1,0.0,4,21394.4,85577.6,80,1166.9,93352.0,182,153.8,27991.6,3325,46.7,155277.5,4207,16.6,69836.2,53905,5.2,280306.0,153442,1.2,184130.4,,622384.1
2021-12-05,9,10,16,21,28,31,17,4142173.1,1,2604958.6,2604958.6,2,71649.8,143299.6,138,1132.8,156326.4,277,169.3,46896.1,6265,41.5,259997.5,8352,14.0,116928.0,99671,4.7,468453.7,287761,1.2,345313.2,1562779.0,1042179.6
2021-12-01,6,24,27,41,42,45,34,1153584.0,DJP,1562779.0,0.0,2,55454.7,110909.4,62,1951.4,120986.8,203,178.8,36296.4,3912,51.5,201468.0,5187,17.4,90253.8,68921,5.2,358389.2,196067,1.2,235280.4,756165.1,806613.9
2021-11-28,6,12,19,23,25,26,45,1097159.3,JP,756165.1,0.0,1,103972.7,103972.7,89,1274.4,113421.6,212,160.5,34026.0,4739,39.8,188612.2,5656,15.0,84840.0,72760,4.7,341972.0,191929,1.2,230314.8,,756165.1
2021-11-24,17,24,26,29,30,35,32,7524091.0,2,2801011.5,5602023.0,7,26222.1,183554.7,133,1505.5,200231.5,332,180.9,60058.8,6622,50.3,333086.6,9122,16.4,149600.8,115080,5.2,598416.0,330933,1.2,397119.6,4267076.7,-1466065.2
2021-11-21,1,6,17,19,21,32,35,1926811.5,5JP,4267076.7,0.0,6,50483.9,302903.4,173,1088.2,188258.6,359,157.3,56470.7,7189,43.6,313440.4,9129,15.4,140586.6,118946,4.7,559046.2,305088,1.2,366105.6,3012013.2,1255063.5
2021-11-17,9,20,25,26,32,42,43,1236396.3,4JP,3012013.2,0.0,JP,130332.1,0.0,88,1615.6,142172.8,237,179.9,42636.3,4458,53.1,236719.8,5951,17.9,106522.9,77743,5.5,427586.5,233965,1.2,280758.0,2064142.7,947870.5
2021-11-14,5,8,9,13,38,42,16,1084168.7,3JP,2064142.7,0.0,1,102908.1,102908.1,76,1477.1,112259.6,204,165.0,33660.0,4324,43.2,186796.8,5562,15.1,83986.2,69763,4.8,334862.4,191413,1.2,229695.6,1315719.5,748423.2
2021-11-12,7,17,20,28,35,41,10,1077202.7,DJP,1315719.5,0.0,1,180911.4,180911.4,94,1067.2,100316.8,215,139.9,30078.5,3720,44.9,167028.0,5419,13.8,74782.2,60542,4.9,296655.8,189525,1.2,227430.0,646940.1,668779.4
2021-11-10,2,15,17,18,19,23,13,853632.4,JP,646940.1,0.0,JP,88954.2,0.0,73,1329.3,97038.9,191,152.4,29108.4,3423,47.2,161565.6,4863,14.9,72458.7,56182,5.2,292146.4,167762,1.2,201314.4,,646940.1
2021-11-07,2,7,13,26,29,42,33,8270128.7,2,3032402.2,6064804.4,4,52048.7,208194.8,198,1147.0,227106.0,522,130.5,68121.0,8772,43.1,378073.2,11639,14.6,169929.4,138183,4.9,677096.7,397336,1.2,476803.2,4550660.3,-1518258.1
2021-11-03,4,9,19,21,43,45,3,1667525.4,5JP,4550660.3,0.0,4,38610.5,154442.0,149,1130.7,168474.3,421,120.0,50520.0,6648,42.2,280545.6,9861,12.8,126220.8,102859,4.9,504009.1,319428,1.2,383313.6,3427443.2,1123217.1
2021-10-31,2,3,10,15,40,43,11,1714237.9,4JP,3427443.2,0.0,5,31980.5,159902.5,129,1352.2,174433.8,351,149.0,52299.0,6072,47.8,290241.6,9065,14.4,130536.0,103527,5.0,517635.0,324325,1.2,389190.0,2264514.2,1162929.0
2021-10-27,1,25,33,34,38,43,21,1199967.4,3JP,2264514.2,0.0,1,111401.3,111401.3,62,1960.1,121526.2,209,174.4,36449.6,3539,57.2,202430.8,5379,16.9,90905.1,62036,5.9,366012.4,226035,1.2,271242.0,1454322.3,810191.9
2021-10-24,2,5,9,24,26,35,8,1250115.5,DJP,1454322.3,0.0,1,116353.9,116353.9,136,933.3,126928.8,324,117.5,38070.0,5355,39.5,211522.5,8203,11.6,95154.8,80629,4.7,378956.3,235941,1.2,283129.2,608112.1,846210.2
2021-10-20,2,12,14,29,42,45,30,883464.6,JP,608112.1,0.0,2,41807.7,83615.4,60,1520.2,91212.0,133,205.7,27358.1,3045,49.9,151945.5,3999,17.1,68382.9,51491,5.3,272902.3,156707,1.2,188048.4,,608112.1
2021-10-17,5,8,10,20,24,28,40,7874774.3,3,1900397.3,5701191.9,5,41569.9,207849.5,263,862.1,226732.3,584,116.4,67977.6,11200,33.7,377440.0,12669,13.4,169764.6,154781,4.4,681036.4,368985,1.2,442782.0,4189556.6,-2289159.3
2021-10-13,7,9,18,21,34,40,38,1768072.3,5JP,4189556.6,0.0,2,135191.5,270383.0,126,1381.9,174119.4,326,160.2,52225.2,6507,44.5,289561.5,8064,16.1,129830.4,105548,4.9,517185.2,278973,1.2,334767.6,3028723.8,1160832.8
2021-10-10,5,7,12,13,14,42,18,1042892.9,4JP,3028723.8,0.0,JP,110768.5,0.0,89,1357.7,120835.3,259,139.9,36234.1,4603,43.7,201151.1,6175,14.6,90155.0,77789,4.6,357829.4,197240,1.2,236688.0,2223134.1,805589.7
2021-10-08,1,5,13,24,32,38,37,1040555.0,3JP,2223134.1,0.0,2,50492.0,100984.0,71,1551.6,110163.6,160,206.5,33040.0,3597,51.0,183447.0,4358,18.9,82366.2,61686,5.3,326935.8,169682,1.2,203618.4,1488704.3,734429.8
2021-10-06,6,8,21,22,25,45,30,1102191.3,DJP,1488704.3,0.0,2,52663.7,105327.4,79,1454.4,114897.6,213,161.8,34463.4,4195,45.6,191292.0,5599,15.3,85664.7,69746,4.9,341755.4,190659,1.2,228790.8,722686.1,766018.2
2021-10-03,5,29,38,41,43,45,32,1041285.5,JP,722686.1,0.0,3,33123.1,99369.3,78,1389.7,108396.6,203,160.2,32520.6,3722,48.5,180517.0,4757,17.0,80869.0,59717,5.4,322471.8,180951,1.2,217141.2,,722686.1
2021-09-29,6,16,29,31,33,39,30,3553395.2,1,2302627.2,2302627.2,3,39525.5,118576.5,90,1437.2,129348.0,220,176.3,38786.0,4695,45.9,215500.5,5875,16.5,96937.5,75709,5.1,386115.9,221253,1.2,265503.6,1440251.3,862375.9
2021-09-26,3,11,22,23,24,28,19,1218536.6,DJP,1440251.3,0.0,6,19250.0,115500.0,134,940.3,126000.2,337,112.1,37777.7,5280,39.7,209616.0,7211,13.1,94464.1,81345,4.6,374187.0,217493,1.2,260991.6,600248.8,840002.5
2021-09-22,3,21,24,29,34,42,11,894032.4,JP,600248.8,0.0,1,82534.2,82534.2,73,1233.3,90030.9,170,158.8,26996.0,3119,48.1,150023.9,5054,13.3,67218.2,50144,5.4,270777.6,172043,1.2,206451.6,,600248.8
2021-09-19,3,6,8,24,26,27,2,3856961.8,1,2447238.3,2447238.3,2,66832.6,133665.2,162,900.1,145816.2,442,98.9,43713.8,6833,35.5,242571.5,9174,11.9,109170.6,102034,4.3,438746.2,246700,1.2,296040.0,1475127.0,972111.3
2021-09-15,4,5,19,27,36,41,37,1157267.2,DJP,1475127.0,0.0,2,101414.9,202829.8,91,1236.5,112521.5,180,187.5,33750.0,4283,43.7,187167.1,5096,16.5,84084.0,70177,4.8,336849.6,166721,1.2,200065.2,724928.0,750199.0
2021-09-12,7,14,18,20,41,43,10,977497.8,JP,724928.0,0.0,JP,99677.6,0.0,60,1812.3,108738.0,181,180.2,32616.2,3329,54.4,181097.6,5146,15.8,81306.8,57888,5.6,324172.8,207972,1.2,249566.4,,724928.0
2021-09-10,1,10,11,30,34,41,28,5761582.3,1,4395157.7,4395157.7,1,127602.5,127602.5,84,1657.1,139196.4,226,184.7,41742.2,4794,48.3,231550.2,6649,15.7,104389.3,80496,5.2,418579.2,252804,1.2,303364.8,3467139.4,928018.3
2021-09-08,2,11,23,25,27,42,20,1637901.4,4JP,3467139.4,0.0,1,276393.2,276393.2,137,1135.1,155508.7,274,170.2,46634.8,5863,44.2,259144.6,7493,15.5,116141.5,93910,4.9,460159.0,269933,1.2,323919.6,2430325.7,1036813.7
2021-09-05,6,15,22,38,43,45,41,1266032.0,3JP,2430325.7,0.0,JP,133831.3,0.0,105,1390.4,145992.0,250,175.1,43775.0,5031,48.3,242997.3,6447,16.9,108954.3,80901,5.4,436865.4,239540,1.2,287448.0,1457006.7,973319.0
2021-09-01,13,24,29,33,38,45,8,1149360.0,DJP,1457006.7,0.0,2,52537.3,105074.6,87,1317.5,114622.5,208,165.3,34382.4,3819,50.0,190950.0,5471,15.7,85894.7,62138,5.5,341759.0,230564,1.2,276676.8,692827.1,764179.6
2021-08-29,8,14,18,29,40,42,44,993144.5,JP,692827.1,0.0,1,95263.7,95263.7,59,1761.4,103922.6,153,203.7,31166.1,3521,49.1,172881.1,4470,17.4,77778.0,57025,5.4,307935.0,170165,1.2,204198.0,,692827.1
2021-08-25,3,15,24,29,40,45,20,3529451.7,1,2272060.7,2272060.7,2,59507.7,119015.4,94,1381.2,129832.8,264,147.5,38940.0,4913,44.0,216172.0,6205,15.6,96798.0,75198,5.2,391029.6,221336,1.2,265603.2,1406493.3,865567.4
2021-08-22,8,10,15,18,19,33,26,1206391.4,DJP,1406493.3,0.0,4,28422.4,113689.6,100,1240.2,124020.0,247,150.6,37198.2,4813,42.9,206477.7,6940,13.4,92996.0,78001,4.7,366604.7,221171,1.2,265405.2,579657.7,826835.6
2021-08-18,22,27,30,39,41,42,17,857932.9,JP,579657.7,0.0,2,39851.4,79702.8,54,1610.1,86945.4,179,145.7,26080.3,2840,51.0,144840.0,4488,14.5,65076.0,46944,5.5,258192.0,164247,1.2,197096.4,,579657.7
